datetime,open,high,low,close,volume
2026-02-14 17:45:00+00:00,1.4754,1.4755,1.4704,1.4723,51535.0
2026-02-14 18:00:00+00:00,1.4723,1.4773,1.4693,1.4752,70071.0
2026-02-14 18:15:00+00:00,1.4746,1.482,1.4741,1.4805,175015.0
2026-02-14 18:30:00+00:00,1.4805,1.4891,1.479,1.4867,321567.0
2026-02-14 18:45:00+00:00,1.4864,1.492,1.4862,1.4874,421327.0
2026-02-14 19:00:00+00:00,1.4873,1.4905,1.4832,1.4885,200639.0
2026-02-14 19:15:00+00:00,1.4883,1.4946,1.4855,1.4941,201948.0
2026-02-14 19:30:00+00:00,1.4942,1.4987,1.4933,1.4943,445055.0
2026-02-14 19:45:00+00:00,1.4944,1.4989,1.4932,1.4964,77541.0
2026-02-14 20:00:00+00:00,1.4972,1.5073,1.4908,1.4926,918332.0
2026-02-14 20:15:00+00:00,1.4936,1.4977,1.4891,1.4911,169286.0
2026-02-14 20:30:00+00:00,1.4915,1.4945,1.487,1.4929,225793.0
2026-02-14 20:45:00+00:00,1.4932,1.4962,1.4916,1.4927,200627.0
2026-02-14 21:00:00+00:00,1.4932,1.5026,1.4932,1.5009,167462.0
2026-02-14 21:15:00+00:00,1.5002,1.5032,1.4923,1.4926,283751.0
2026-02-14 21:30:00+00:00,1.4935,1.4977,1.4883,1.4977,316167.0
2026-02-14 21:45:00+00:00,1.4979,1.4989,1.4948,1.4965,194031.0
2026-02-14 22:00:00+00:00,1.4952,1.5015,1.4925,1.5007,118293.0
2026-02-14 22:15:00+00:00,1.5004,1.5006,1.494,1.4958,36591.0
2026-02-14 22:30:00+00:00,1.4963,1.5015,1.4953,1.4993,88219.0
2026-02-14 22:45:00+00:00,1.4995,1.504,1.4985,1.4996,388718.0
2026-02-14 23:00:00+00:00,1.4992,1.5049,1.4983,1.5033,167264.0
2026-02-14 23:15:00+00:00,1.5032,1.5118,1.4992,1.5045,1156137.0
2026-02-14 23:30:00+00:00,1.5047,1.5123,1.502,1.5091,710427.0
2026-02-14 23:45:00+00:00,1.5101,1.5122,1.5058,1.5074,489847.0
2026-02-15 00:00:00+00:00,1.5081,1.5146,1.5049,1.5059,1389778.0
2026-02-15 00:15:00+00:00,1.5078,1.5247,1.5055,1.5191,1618298.0
2026-02-15 00:30:00+00:00,1.5188,1.5311,1.5176,1.518,1939454.0
2026-02-15 00:45:00+00:00,1.5167,1.525,1.5132,1.52,1009741.0
2026-02-15 01:00:00+00:00,1.5198,1.5431,1.519,1.5313,1579175.0
